Category,Title,Points,Difficulty,Solves,URL,Slug,Description
Elliptic Curves,Checkpoint,150,Insane,306,https://cryptohack.org/challenges/ecc/,checkpoint,"During an internal audit, you find a custom service performing ECDH key exchange to establish secure communications with clients. Can you exploit it? Depending on the speed of your computer, the solut"
Elliptic Curves,An Evil Twisted Mind,175,Insane,271,https://cryptohack.org/challenges/ecc/,evil_twisted_mind,"For more security, I made some changes on the curve parameters! This time, I am sure my private key cannot be found. You are allowed to send one base point, and you have one minute to find my private "
Elliptic Curves,Real Curve Crypto,200,Insane,412,https://cryptohack.org/challenges/ecc/,real_curves,"When developing a secure crypto system, the most important rule is to keep it real. Challenge files: - output.txt - source.py Challenge contributed by jschnei -->"
Elliptic Curves,Digestive,60,Hard,878,https://cryptohack.org/challenges/ecc/,digestive,Should ECDSA be avoided for better digestive health? Play at https://web.cryptohack.org/digestive -->
Elliptic Curves,Curveball,100,Insane,2206,https://cryptohack.org/challenges/ecc/,curveball,"Here's my secure search engine, which will only search for hosts it has in its trusted certificate cache. Connect at socket.cryptohack.org 13382 Challenge files: - 13382.py -->"
Elliptic Curves,ProSign 3,100,Insane,1870,https://cryptohack.org/challenges/ecc/,ps3,"This is my secure timestamp signing server. Only if you can produce a signature for ""unlock"" can you learn more. Connect at socket.cryptohack.org 13381 Challenge files: - 13381.py -->"
Elliptic Curves,"No Random, No Bias",120,Insane,775,https://cryptohack.org/challenges/ecc/,norandom,"Relying on randomness is bad with a bad entropy source, so I got rid of it and changed to a better signature generation method. Challenge files: - source.py - output.txt Challenge contributed by aloof"
Elliptic Curves,Edwards Goes Degenerate,100,Insane,692,https://cryptohack.org/challenges/ecc/,degenerate,I heard elliptic curves in Edwards form have nice and efficient point addition formulas that work with any points. Challenge files: - source.py - output.txt Challenge contributed by aloof -->
Elliptic Curves,Montgomery&#39;s Ladder,40,Medium,2341,https://cryptohack.org/challenges/ecc/,ladder,"This category is filled with insecure implementations of elliptic curve cryptography. Picking bad curves leads to broken protocols and fun puzzles, but private keys can be extracted from devices even "
Elliptic Curves,Double and Broken,50,Hard,811,https://cryptohack.org/challenges/ecc/,double_and_broken,We've managed to get power readings from scalar multiplication on the Secp256k1 curve. Can you recover the private key from the data dump from 50 repeated multiplications? Challenge files: - source_sn
Hash Functions,Jack&#39;s Birthday Hash,20,Medium,4581,https://cryptohack.org/challenges/hashes/,birthday1,"Today is Jack's birthday, so he has designed his own cryptographic hash as a way to celebrate. Reading up on the key components of hash functions, he's a little worried about the security of the JACK1"
Hash Functions,Jack&#39;s Birthday Confusion,30,Medium,3982,https://cryptohack.org/challenges/hashes/,birthday2,"The last computation has made Jack a little worried about the safety of his hash, and after doing some more research it seems there's a bigger problem. Given no other data of the JACK11 hash algorithm"
Hash Functions,Collider,50,Hard,3057,https://cryptohack.org/challenges/hashes/,collider,"Check out my document system about particle physics, where every document is uniquely referenced by hash. Connect at socket.cryptohack.org 13389 Challenge files: - 13389.py -->"
Hash Functions,Hash Stuffing,50,Hard,2065,https://cryptohack.org/challenges/hashes/,stuffing,"With all the attacks on MD5 and SHA1 floating around, we thought it was time to start rolling our own hash algorithm. We've set the block size to 256 bits, so I doubt anyone will find a collision. Con"
Hash Functions,PriMeD5,100,Insane,1518,https://cryptohack.org/challenges/hashes/,primed5,"Primality checking is expensive so I made a service that signs primes, allowing anyone to quickly check if a number is prime. The solution requires ~5 minutes to calculate on a commodity PC. Connect a"
Hash Functions,Twin Keys,100,Insane,931,https://cryptohack.org/challenges/hashes/,twinkeys,"Cryptohack's secure safe requires two keys to unlock its secret. However, Jack and Hyperreality can't remember the keys, only the start of one of them. Can you help find the lost keys to unlock the sa"
Hash Functions,No Difference,175,Insane,1084,https://cryptohack.org/challenges/hashes/,no_difference,"It's easy to come across a collision for MD5, but can you find one in my custom hash function? Connect at socket.cryptohack.org 13395 Challenge files: - 13395.py Challenge contributed by VincBreaker -"
Hash Functions,MD0,80,Hard,1754,https://cryptohack.org/challenges/hashes/,md0,"I've invented a nice simple version of HMAC authentication, hopefully it isn't vulnerable to the same problems as Merkle–Damgård construction hash functions... Connect at socket.cryptohack.org 13388 C"
Hash Functions,MDFlag,125,Insane,739,https://cryptohack.org/challenges/hashes/,mdflag,"MD0 had a serious weakness, here is a new improved MD5-based HMAC. Connect at socket.cryptohack.org 13407 Challenge files: - 13407.py Challenge contributed by giladk -->"
Hash Functions,Mixed Up,120,Insane,1112,https://cryptohack.org/challenges/hashes/,mixed_up,"Due to the properties of XOR and hash functions, it shouldn't be possible to unmix the flag... or is it? Connect at socket.cryptohack.org 13402 Challenge files: - 13402.py Challenge contributed by gil"
Hash Functions,Invariant,250,Insane,730,https://cryptohack.org/challenges/hashes/,invariant,It's said that you shouldn't roll your own hash function. But how easy is it to break one? Connect at socket.cryptohack.org 13393 Challenge files: - 13393.py Challenge contributed by Cryptanalyse -->
Hash Functions,Merkle Trees,25,Medium,933,https://cryptohack.org/challenges/hashes/,merkletrees,"A Merkle tree is a fundamental concept in computer science, particularly utilized within blockchain technology and cryptocurrencies to ensure data integrity and efficiency in verification processes. I"
Hash Functions,WOTS Up,75,Hard,805,https://cryptohack.org/challenges/hashes/,wots_up-ecsc_2023_norway2023,"With the need to find post-quantum schemes, hash-based signatures are cool again. Challenge originally featured in ECSC 2023 (Norway). Challenge files: - chal.py - data.json -->"
Hash Functions,WOTS Up 2,90,Insane,748,https://cryptohack.org/challenges/hashes/,wots_up_2-ecsc_2023_norway202,"I fixed the problem with my last scheme, now I can confidently sign my WOTScoin transactions.. Challenge originally featured in ECSC 2023 (Norway). Challenge files: - chal.py - data.json -->"
Crypto on the Web,Token Appreciation,5,Easy,6616,https://cryptohack.org/challenges/web/,token-appreciation,"JavaScript Object Signing and Encryption (JOSE) is a framework specifying ways to securely transmit information on the Internet. It's most well-known for JSON Web Tokens (JWTs), which are used to auth"
Crypto on the Web,JWT Sessions,10,Easy,5552,https://cryptohack.org/challenges/web/,jwt-sessions,"The traditional way to store sessions is with session ID cookies. After you login to a website, a session object is created for you on the backend (the server), and your browser (the client) is given "
Crypto on the Web,No Way JOSE,20,Medium,4531,https://cryptohack.org/challenges/web/,no-way-jose,"Let's look at JWT algorithms. The first part of a JWT is the JOSE header, and when you decode it, looks like this: {""typ"":""JWT"",""alg"":""HS256""} This tells the server it's a JWT and which algorithm to u"
Crypto on the Web,JWT Secrets,25,Medium,4124,https://cryptohack.org/challenges/web/,jwt-secrets,The most common signing algorithms used in JWTs are HS256 and RS256 . The first is a symmetric signing scheme using a HMAC with the SHA256 hash function. The second is an asymmetric signing scheme bas
Crypto on the Web,RSA or HMAC?,35,Medium,2675,https://cryptohack.org/challenges/web/,rsa-or-hmac,There's another issue caused by allowing attackers to specify their own algorithms but not carefully validating them. Attackers can mix and match the algorithms that are used to sign and verify data. 
Crypto on the Web,JSON in JSON,40,Medium,2776,https://cryptohack.org/challenges/web/,json-in-json,"We've explored how flawed verification can break the security of JWTs, but it can sometimes be possible to exploit the code to sign unexpected data in the first place. Play at https://web.cryptohack.o"
Crypto on the Web,RSA or HMAC? Part 2,100,Insane,1265,https://cryptohack.org/challenges/web/,rsa-or-hmac-2,"It is possible to abuse JWT public keys without the public key being public? This challenge takes RSA or HMAC one step further, and now both a deeper knowledge of RSA maths and data formatting is invo"
Crypto on the Web,Secure Protocols,5,Easy,2503,https://cryptohack.org/challenges/web/,secure-protocols,CryptoHack challenge in Crypto on the Web (5 pts).
Crypto on the Web,Sharks on the Wire,10,Easy,2025,https://cryptohack.org/challenges/web/,sharks-wire,The best way to understand a network protocol is to watch real traffic. For this challenge you'll use the incredible Wireshark tool to investigate a TLS connection. Wireshark is an open-source network
Crypto on the Web,TLS Handshake,15,Easy,1862,https://cryptohack.org/challenges/web/,tls-handshake,CryptoHack challenge in Crypto on the Web (15 pts).
Crypto on the Web,Saying Hello,20,Medium,1755,https://cryptohack.org/challenges/web/,saying-hello,CryptoHack challenge in Crypto on the Web (20 pts).
Crypto on the Web,Decrypting TLS 1.2,30,Medium,1313,https://cryptohack.org/challenges/web/,decrypting-tls12,"Let's rewind for a moment and talk about TLS 1.2, and why it has been superseded by TLS 1.3. Attached is a packet capture ""tls2.cryptohack.org.pcapng"" of a TLS 1.2 connection being made to tls2.crypto"
Crypto on the Web,Decrypting TLS 1.3,35,Medium,1246,https://cryptohack.org/challenges/web/,decrypting-tls13,"To recap, the TLS handshake can be split up into four main stages. Despite changes in TLS 1.3, these high-level stages remain: Client and server exchange capabilities, and agree upon connection parame"
Crypto on the Web,Authenticated Handshake,40,Medium,729,https://cryptohack.org/challenges/web/,authenticated-handshake,CryptoHack challenge in Crypto on the Web (40 pts).
Crypto on the Web,Megalomaniac 1,100,Insane,399,https://cryptohack.org/challenges/web/,mega1,"In June 2022, a team of researchers from the Applied Crypto Group at ETH Zurich discovered a few flaws in the E2E cryptographic architecture of MEGA. This series of challenges will put you in the shoe"
Crypto on the Web,Megalomaniac 2,120,Insane,283,https://cryptohack.org/challenges/web/,mega2,"In a realistic scenario, an evil server would want to be able to recover it with a minimal number of queries, good luck ;) Connect at socket.cryptohack.org 13409 Challenge files: - 13409.py Challenge "
Crypto on the Web,Megalomaniac 3,120,Insane,308,https://cryptohack.org/challenges/web/,mega3,Now it is about time to recover the actual data uploaded by a user! Connect at socket.cryptohack.org 13410 Challenge files: - 13410.py Challenge contributed by $in -->
Post-Quantum,Vectors,10,Easy,5660,https://cryptohack.org/challenges/post-quantum/,vectors,"Before defining a lattice or talking about how lattices appear in cryptography, let's review some of the basics of linear algebra. The following challenges should be considered as revision, if this is"
Post-Quantum,Size and Basis,15,Easy,5414,https://cryptohack.org/challenges/post-quantum/,basis,"We say a set of vectors $v_{1}, v_{2}, \ldots, v_{k} \in V$ are linearly independent if the only solution to the equation: $a_{1} \cdot v_{1} + a_{2} \cdot v_{2} + \ldots + a_{k} \cdot v_{k} = 0$ is f"
Post-Quantum,Gram Schmidt,30,Medium,4039,https://cryptohack.org/challenges/post-quantum/,gramschmidt,"In the last challenge we saw that there is a special kind of basis called an orthogonal basis. Given a basis $v_{1}, v_{2}, \ldots, v_{n} \in V$ for a vector space, the Gram-Schmidt algorithm calculat"
Post-Quantum,What&#39;s a Lattice?,40,Medium,4225,https://cryptohack.org/challenges/post-quantum/,lattices,"We're now ready to start talking about lattices. Given a set of linearly independent vectors $v_{1}, v_{2}, \ldots, v_{n} \in R^m$, the lattice $L$ generated by $v_{1}, v_{2}, \ldots, v_{n}$ is the se"
Post-Quantum,Gaussian Reduction,50,Hard,3753,https://cryptohack.org/challenges/post-quantum/,gauss,"If you look closely enough, lattices start appearing everywhere in cryptography. Sometimes they appear through manipulation of a crypto system, breaking parameters which were not generated securely en"
Post-Quantum,Find the Lattice,100,Insane,2433,https://cryptohack.org/challenges/post-quantum/,find,"As we've seen, lattices contain hard problems which can form trapdoor functions for cryptosystems. We also find that in cryptanalysis, lattices can break cryptographic protocols which seem at first to"
Post-Quantum,Backpack Cryptography,120,Insane,1615,https://cryptohack.org/challenges/post-quantum/,backpack,"I love this cryptosystem so much, I carry it everywhere in my backpack. To lighten the load, I make sure I don't pack anything with high densities. Challenge files: - source.py - output.txt Challenge "
Post-Quantum,LWE Background,5,Easy,1752,https://cryptohack.org/challenges/post-quantum/,lwe-background,"Before beginning this section you should have completed at least the ""Lattices"" section above. Throughout CryptoHack and especially in the RSA chapter, lattice reduction using LLL has proven to be a v"
Post-Quantum,LWE Intro,10,Easy,1396,https://cryptohack.org/challenges/post-quantum/,lwe-intro,CryptoHack challenge in Post-Quantum (10 pts).
Post-Quantum,LWE High Bits Message,15,Easy,1019,https://cryptohack.org/challenges/post-quantum/,lwe-high-bits,CryptoHack challenge in Post-Quantum (15 pts).
Post-Quantum,LWE Low Bits Message,20,Medium,946,https://cryptohack.org/challenges/post-quantum/,lwe-low-bits,CryptoHack challenge in Post-Quantum (20 pts).
Post-Quantum,From Private to Public Key LWE,25,Medium,1034,https://cryptohack.org/challenges/post-quantum/,lwe-private-public,"This can be turned into a public key cryptosystem by using the ""additively homomorphic"" property of LWE. That is, given an encryption $\langle A, b \rangle$ encrypting the number $m$, it is possible f"
Post-Quantum,Noise Free,40,Medium,797,https://cryptohack.org/challenges/post-quantum/,lwe-lsb-regev,The addition of the noise term is what makes learning into learning with errors. How well can you learn if you don't have to deal with errors? Connect at socket.cryptohack.org 13411 Challenge files: -
Post-Quantum,Bounded Noise,50,Hard,550,https://cryptohack.org/challenges/post-quantum/,lwe-bounded_noise,"I find implementing gaussian sampling to be hard and slow, so I prefer binary sampling Challenge files: - bounded_noise.sage - output.txt Challenge contributed by deuterium -->"
Post-Quantum,Nativity,60,Hard,529,https://cryptohack.org/challenges/post-quantum/,lwe-nativity,"LWE is easy, so I made my own implementation that works with native integers. Challenge files: - nativity.py - public_key.txt - ciphertexts.txt Challenge contributed by ireland and defund -->"
Post-Quantum,Missing Modulus,80,Hard,493,https://cryptohack.org/challenges/post-quantum/,lwe-missing-modulus,"I just created my first LWE cryptosystem, I hope I didn't forget anything important... Connect at socket.cryptohack.org 13412 Challenge files: - 13412.py Challenge contributed by ireland -->"
Post-Quantum,Noise Cheap,90,Insane,432,https://cryptohack.org/challenges/post-quantum/,lwe-noise-cheap,A core part of making LWE secure is having the noise terms be larger than what lattice reduction algorithms can handle. Connect at socket.cryptohack.org 13413 Challenge files: - 13413.py Challenge con
Post-Quantum,Too Many Errors,100,Insane,654,https://cryptohack.org/challenges/post-quantum/,toomany,"To protect my flag against quantum computers, I've used a quantum-safe Learning With Errors (LWE) distribution on Z_127 to encrypt it. The LWE sample generator is not quite finished though, sometimes "
Isogenies,Introduction to Isogenies,10,Easy,859,https://cryptohack.org/challenges/isogenies/,iso_introduction_chall,"Before beginning this section you should have attempted many of the challenges in the ""Elliptic Curves"" section and completed the starter challenges. Welcome to the isogeny section of cryptohack! Disc"
Isogenies,The j-invariant,20,Medium,762,https://cryptohack.org/challenges/isogenies/,j_invariant,"Much like in modular arithmetic, where many computations are only equal up to an equivalence modulo N, in isogeny based-cryptography, many computations are only equal up to isomorphism. For two partic"
Isogenies,Where&#39;s the Supersingular Curve,25,Medium,578,https://cryptohack.org/challenges/isogenies/,a_spot_super,"For the majority of this category (and all challenges at the time of writing) we are interested in computing isogenies between supersingular curves. Cryptographically, we are interested in supersingul"
Isogenies,Image Point Arithmetic,30,Medium,592,https://cryptohack.org/challenges/isogenies/,c_group_homomorphism,"As mentioned in the introduction, an isogeny is not only a rational map between curves, but also a map which preserves the group structure on these curves. This means that even if the isogeny $\phi : "
Isogenies,Montgomery Curves,30,Medium,523,https://cryptohack.org/challenges/isogenies/,b_compute_montgomery,"Here's an isogeny challenge which many of you may have already solved before. An isomorphism between elliptic curves is an isogeny of degree one, and a common isomorphism one might compute is mapping "
Isogenies,DLOG on the Surface,40,Medium,425,https://cryptohack.org/challenges/isogenies/,2d_dlog,"For the isogenies we compute together, we'll generally be computing the isogeny from a kernel generated by a single point. For an isogeny of degree n, we'll have a point of order $n$. For supersingula"
Isogenies,Two Isogenies,30,Medium,440,https://cryptohack.org/challenges/isogenies/,two_isogenies,It's time to compute our first two-isogeny! In this set of challenges we will work our way towards implementing (and then breaking!!) the supersingular isogeny Diffie-Hellman protocol (SIDH). Note: fo
Isogenies,Three Isogenies,35,Medium,428,https://cryptohack.org/challenges/isogenies/,three_isogenies,"This challenge is very similar to the previous one, only now the isogeny is going to be a three isogeny, and the kernel you will be given is generated by a point of order three. For the two-isogeny, w"
Isogenies,Composite Isogenies,60,Hard,408,https://cryptohack.org/challenges/isogenies/,comp_isogenies,"You may have noticed two things so far. One is that the algorithms you're using are linear in the degree of the isogeny (for a degree n-isogeny generated by a point of order n, we need to compute all "
Isogenies,SIDH Key Exchange,80,Hard,378,https://cryptohack.org/challenges/isogenies/,sidh_key_exchange,By this point you should be able to efficiently compute an isogeny of large smooth degree and compute the image of points through this isogeny. This is everything which you need to implement the SIDH 
Isogenies,Breaking SIDH,250,Insane,268,https://cryptohack.org/challenges/isogenies/,breaking_sidh,"The SIDH protocol is a great way to learn some of the machinery of isogeny-based cryptography, but in 2022 it was shown to be broken in polynomial time by a series of papers (the paper by Castryck and"
Isogenies,Special Isogenies,30,Medium,366,https://cryptohack.org/challenges/isogenies/,special_isogenies,"For the SIDH challenges, the torsion basis $E[n] = \langle P, Q \rangle$ had two generators and we could compute many kernel generators which were linearly independent. This meant for large n we had a"
Isogenies,Prime Power Isogenies,50,Hard,352,https://cryptohack.org/challenges/isogenies/,prime_power,"For SIDH, we used a prime of the form $p = 2^{e_A} \cdot 3^{e_B} - 1$ and we computed isogenies of degree $\ell^{e}$ by finding a point of order $\ell^{e}$ and using this as a generator. The character"
Isogenies,Secret Exponents,60,Hard,342,https://cryptohack.org/challenges/isogenies/,csidh_secret_exponents,"In the CSIDH key exchange, a private key is a list of integers as long as the number of odd primes dividing $(p+1)$. This data represents an exponent vector $[e_0, e_1, e_2, ..., e_k]$ which dictates "
Isogenies,Twisted CSIDH Isogenies,70,Hard,330,https://cryptohack.org/challenges/isogenies/,five_iso_csidh_twist,"In the challenge ""CSIDH prime power isogenies"" we explored the $\ell$-isogeny graphs for the curves we use in CSIDH and saw that they were cyclic. We were able to compute how many vertices there were "
Isogenies,CSIDH Key Exchange,90,Insane,316,https://cryptohack.org/challenges/isogenies/,csidh_key_exchange,"You are now ready to implement a full CSIDH key exchange! In the source file you are given a prime modulus, a starting curve $E_0$, an array of odd primes and two arrays of private keys with values be"
Isogenies,What&#39;s My Kernel,70,Hard,322,https://cryptohack.org/challenges/isogenies/,whats_my_kernel,"Here's my SIDH public key, can you solve the isogeny problem and recover the kernel? Challenge files: - source.sage - output.txt -->"
Isogenies,André Encoding,80,Hard,296,https://cryptohack.org/challenges/isogenies/,andre_encoding,"I've developed a novel encryption protocol, the only thing left is to look into compression Challenge files: - source.sage - output.txt -->"
Isogenies,Better than Linear,85,Insane,303,https://cryptohack.org/challenges/isogenies/,better_than_linear,"For isogenies of ""large"" prime degree, we can compute isogenies with a square-root speed up compared to Vélu's formula. Use this algorithm to compute an isogeny from the following domain and kernel ge"
Isogenies,Abelian SIDH,90,Insane,279,https://cryptohack.org/challenges/isogenies/,abelian_sidh,I found a way to do SIDH without sending torsion points! Challenge files: - source.sage - output.txt Challenge contributed by jo_k_er -->
Isogenies,Dual Masters,90,Insane,264,https://cryptohack.org/challenges/isogenies/,dual_masters,"In ""What's my Kernel"" maybe I gave you too much data... I think this new public key should be secure. Challenge files: - source.sage - output.txt Challenge contributed by jo_k_er -->"
Isogenies,Meet me in the Claw,120,Insane,251,https://cryptohack.org/challenges/isogenies/,meet_me_claw,Alice forgot to send me her torsion data! How am I going to compute the shared secret?? Challenge files: - source.sage -->
Isogenies,A True Genus,175,Insane,244,https://cryptohack.org/challenges/isogenies/,true_genus,If only Gauss were here... Challenge files: - source.sage - output.txt Challenge contributed by jo_k_er -->
Zero Knowledge,ZKP Introduction,5,Easy,1667,https://cryptohack.org/challenges/zkp/,zkpintro,A zero-knowledge proof (ZKP) is a technique that enables one party (the prover) to demonstrate to another party (the verifier) the truth of a certain statement without revealing any additional informa
Zero Knowledge,Proofs of Knowledge,20,Medium,877,https://cryptohack.org/challenges/zkp/,sigma-intro,"Zero knowledge proofs are a tool in modern cryptography which allows you to prove that you know some witness which satisfies a relation, without revealing what the witness is. This has applications ev"
Zero Knowledge,Special Soundness,25,Medium,789,https://cryptohack.org/challenges/zkp/,sigma-special-soundness,"The last challenge showed that this protocol satisfies (perfect) completeness! That is, if a prover and verifier follow the protocol on valid inputs, and the prover knows the real witness, the verifie"
Zero Knowledge,Honest Verifier Zero Knowledge,30,Medium,712,https://cryptohack.org/challenges/zkp/,sigma-shvzk,"The previous challenge showed that this protocol satisfies Special Soundness! That is, if P can convince V that he knows $w$ with non-negligible probability, then we are able to efficiently ""extract"" "
Zero Knowledge,Non-Interactive,35,Medium,666,https://cryptohack.org/challenges/zkp/,sigma-nizk,"We have now shown that the Schnorr protocol for proving knowledge of a discrete logarithm relation is a $\Sigma$-Protocol! We did this by showing that it has the correct 3 move pattern, and satisfies "
Zero Knowledge,Too Honest,50,Hard,618,https://cryptohack.org/challenges/zkp/,sigma-too-honest,"Recall that we only proved Schnorr's protocol to be SHVZK, and while this was enough to make maliciously secure NIZK's, this leaves the question of ""what could happen if V isn't honest?"" This challeng"
Zero Knowledge,OR Proof,75,Hard,482,https://cryptohack.org/challenges/zkp/,sigma-or-proof,"We have already seen how proving a protocol to be a $\Sigma$-Protocol essentially gives us a NIZK transformation for free. But it also opens up a wide range of results, constructions and tools from li"
Zero Knowledge,Hamiltonicity 1,100,Insane,354,https://cryptohack.org/challenges/zkp/,sigma-hamiltonicity,CryptoHack challenge in Zero Knowledge (100 pts).
Zero Knowledge,Hamiltonicity 2,175,Insane,235,https://cryptohack.org/challenges/zkp/,sigma-hamiltonicity2,In the last challenge we showed how not to do the Fiat-Shamir transform for a multi-round $\Sigma$-Protocol. This time we've been a little bit more careful and implemented iterated Fiat-Shamir hashing
Zero Knowledge,Fischlin Transform,180,Insane,251,https://cryptohack.org/challenges/zkp/,sigma-fischlin,"Recall the definition of ""Proof of Knowledge"" from the NIZK challenge. The notion of a ""Proof of Knowledge"" (as formalised by Bellare and Goldreich in '92) is as follows: If there exists an extractor,"
Zero Knowledge,Ticket Maestro,200,Insane,216,https://cryptohack.org/challenges/zkp/,snark-maestro,"We previously showed the existence of Zero Knowledge for all of NP, through the graph Hamiltonicity $\Sigma$-Protocol. However you may have noticed that a NIZK for proving knowledge of a Hamiltonian c"
Zero Knowledge,Pairing-Based Cryptography,50,Hard,349,https://cryptohack.org/challenges/zkp/,pairingbased,CryptoHack challenge in Zero Knowledge (50 pts).
Zero Knowledge,Mister Saplin&#39;s Preview,80,Hard,294,https://cryptohack.org/challenges/zkp/,mistersaplinspreview,"Mister Saplins has implemented a system to view some nodes and would like you to test it to see if it's robust. You should complete the ""Merkle Trees"" challenge in the ""Hashes"" category before playing"
Zero Knowledge,Couples,100,Insane,291,https://cryptohack.org/challenges/zkp/,couples,"Couples form, others separate, but in the end the only constant remains the bilinear mapping that unites... Connect at socket.cryptohack.org 13415 Challenge files: - 13415.py Challenge contributed by "
Zero Knowledge,Let&#39;s Prove It,120,Insane,265,https://cryptohack.org/challenges/zkp/,letsproveit,"I've been told that home implementation is never a good idea. But I followed the implementation steps to the letter, so what could go wrong? Connect at socket.cryptohack.org 13430 Challenge files: - 1"
Zero Knowledge,Mister Saplins The Prover,125,Insane,276,https://cryptohack.org/challenges/zkp/,mistersaplinstheprover,"Mister Saplins and proofs, that's 2. Connect at socket.cryptohack.org 13432 Challenge files: - 13432.py Challenge contributed by Ectario -->"
Zero Knowledge,Let&#39;s Prove It Again,175,Insane,263,https://cryptohack.org/challenges/zkp/,letsproveitagain,"Okay maybe last time I did it wrong, but this time I gave my project to my intern and he redid everything. Connect at socket.cryptohack.org 13431 Challenge files: - 13431.py Challenge contributed by E"
Miscellaneous,Gotta Go Fast,40,Medium,2338,https://cryptohack.org/challenges/misc/,gofast,"I won't have to worry about running out of entropy, I'm going to have my OTP generated forever with this new script! Connect at socket.cryptohack.org 13372 Challenge files: - 13372.py -->"
Miscellaneous,No Leaks,100,Insane,1767,https://cryptohack.org/challenges/misc/,noleaks,"Each time you connect, I generate a new one time pad. I also check for leaks, so there's no chance you can learn anything about my secrets! Connect at socket.cryptohack.org 13370 Challenge files: - 13"
Miscellaneous,Lo-Hi Card Game,120,Insane,960,https://cryptohack.org/challenges/misc/,lcg1,I'm opening a virtual casino and this is my first game. It's all luck-based and biased towards the house so I'll be a multi-millionaire in no time. Connect at socket.cryptohack.org 13383 Challenge fil
Miscellaneous,Nothing Up My Sleeve,150,Insane,591,https://cryptohack.org/challenges/misc/,roulette,"My first casino game was a big hit, but there was an issue with the RNG. Some players cheated and others thought it wasn't fair. This time I've picked a better RNG from a cryptographic standard, and I"
Miscellaneous,RSA vs RNG,150,Insane,555,https://cryptohack.org/challenges/misc/,rsa-vs-rng,Here's a new fast way I've found for generating RSA keys for smart cards. Challenge files: - rsa-vs-rng.py - flag.enc Challenge contributed by jschnei -->
Miscellaneous,Trust Games,150,Insane,482,https://cryptohack.org/challenges/misc/,lcg2,"Following the issues with our casino games, we're testing a stronger random number generator. Can you win our trust by finding an attack on our latest model? Connect at socket.cryptohack.org 13396 Cha"
Miscellaneous,L-Win,120,Insane,599,https://cryptohack.org/challenges/misc/,lwin,Can you recover the input for a simple Linear Feedback Shift Register with unknown taps? Challenge files: - lwin.py - output.txt Challenge contributed by Cryptanalyse -->
Miscellaneous,Jeff&#39;s LFSR,150,Insane,475,https://cryptohack.org/challenges/misc/,jeff,"Jeff heard that LFSRs used as stream ciphers aren't very secure, so he combined three LFSRs together. Foolproof, right? Challenge files: - jeff.py - output.txt Challenge contributed by Cryptanalyse --"
Miscellaneous,LFSR Destroyer,250,Insane,275,https://cryptohack.org/challenges/misc/,lfsr-destroyer,"You are well on your way to mastering LFSRs if you can crack this. Hurry, your time is limited! Connect at socket.cryptohack.org 13404 Challenge files: - 13404.py Challenge contributed by Cryptanalyse"
Miscellaneous,Bit by Bit,100,Insane,739,https://cryptohack.org/challenges/misc/,bit,"I heard ElGamal has some cool properties. I've encrypted every bit with a different secret, so you'll never recover my flag. Challenge files: - source.py - output.txt -->"
Miscellaneous,Armory,100,Insane,859,https://cryptohack.org/challenges/misc/,armory,Here's my improvement on Shamir's scheme with deterministically derived shares. Great for storing Bitcoin private keys and other secret data. You've only got the first share and you need 3 to unlock t
Miscellaneous,Toshi&#39;s Treasure,150,Insane,612,https://cryptohack.org/challenges/misc/,toshitreasure,"You are hyperreality and you are playing an online treasure hunt with your team mpeg, codecrafting, RichGirlOnLSD and pogo. There's one million dollars in a Bitcoin wallet - which nobody yet knows the"
Miscellaneous,Bruce Schneier&#39;s Password,100,Insane,767,https://cryptohack.org/challenges/misc/,schneierfact842,"https://www.schneierfacts.com/facts/842 The challenge server is running 64-bit Linux, which might explain if you are seeing different results locally. Connect at socket.cryptohack.org 13400 Challenge "
Miscellaneous,Bruce Schneier&#39;s Password: Part 2,250,Insane,315,https://cryptohack.org/challenges/misc/,schneierfact842_2,"Bruce Schneier's password was too easy to Bruce-force, so some Schneiertational complexity was added. Connect at socket.cryptohack.org 13401 Challenge files: - 13401.py Challenge contributed by esreve"
CTF Archive,Authentification 1 (Breizh CTF),10,Easy,116,https://cryptohack.org/challenges/ctf-archive/,authentification_1-breizh_ctf,"I secured my web application with AES-GCM implemented by the intern! Great idea, isn't it ? Challenge contributed by skilo Connect at archive.cryptohack.org 61277 Challenge files: - authentification-1"
CTF Archive,Authentification 2 (Breizh CTF),10,Easy,69,https://cryptohack.org/challenges/ctf-archive/,authentification_2-breizh_ctf,"Damn, I'd forgotten to check the integrity... Good thing the intern pointed it out to me, he really is perfect! 😁 Hint (released during the CTF) : there is an implementation error in the file gcm.py t"
CTF Archive,Do you have good eyes? (Breizh CTF),10,Easy,52,https://cryptohack.org/challenges/ctf-archive/,do_you_have_good_eyes-breizh,Can you tell the difference? Challenge contributed by skilo Connect at archive.cryptohack.org 43607 Challenge files: - do-you-have-good-eyes.zip -->
CTF Archive,U-turn (Breizh CTF),10,Easy,71,https://cryptohack.org/challenges/ctf-archive/,u-turn-breizh_ctf2025,"HaSh functIonS are one-way, right? Challenge contributed by skilo Challenge files: - u-turn.zip -->"
CTF Archive,Verilicious (Cyber Apocalypse 2025),10,Easy,52,https://cryptohack.org/challenges/ctf-archive/,verilicious-cyber_apocalypse,"A sacred ward, once thought unbreakable, is built upon a foundation of misplaced trust. The ancient order that devised it never foresaw the cracks in their own defenses. A true cipher-weaver, one with"
