Title,Tier,Difficulty,OS,Category,URL,Scenario
OpTinselTrace-1,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
RogueOne,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/RogueOne,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Meerkat,🔴 VIP,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Meerkat,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
i-like-to,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/i-like-to,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Bumblebee,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Bumblebee,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Litter,🔴 VIP,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Litter,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Lockpick,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Lockpick,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
LogJammer,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/LogJammer,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Tracer,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Tracer,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Hyperfiletable,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Hyperfiletable,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Yggdrasil,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Yggdrasil,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
PhantomLoader,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/PhantomLoader,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
SupportBot,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/SupportBot,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OdysseyStealer,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/OdysseyStealer,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Windows_Memory_Dump,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Windows_Memory_Dump,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
WhaleSecret,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/WhaleSecret,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Print-Nightmare,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Print-Nightmare,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Adobe_ColdFusion_RCE,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Adobe_ColdFusion_RCE,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AgnianeStealer,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/AgnianeStealer,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Windows_Registry,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Windows_Registry,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Ransomware_Attack,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Ransomware_Attack,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Risen_Ransomware,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Risen_Ransomware,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Royal_Ransomware,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Royal_Ransomware,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
WannaCry_Ransomware,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/WannaCry_Ransomware,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Serpent_Stealer,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Serpent_Stealer,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Revenge_RAT,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Revenge_RAT,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
RanDev,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/RanDev,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
macOS_Malware,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/macOS_Malware,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Malicious_NuGet_Package,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Malicious_NuGet_Package,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
PDFURI,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/PDFURI,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Malicious_Chrome_Extension,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Malicious_Chrome_Extension,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
HeartBeat_Backdoor,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/HeartBeat_Backdoor,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Interlock_Ransomware,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Interlock_Ransomware,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Excel_4.0_Macros,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Excel_4.0_Macros,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Helldown_Ransomware,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Helldown_Ransomware,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Infection_with_Cobalt_Strike,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Infection_with_Cobalt_Strike,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
LDAP_Enumeration,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/LDAP_Enumeration,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Android_Forensics,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Android_Forensics,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Brute_Force_Attacks,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Brute_Force_Attacks,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AS-REP_Challenge,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/AS-REP_Challenge,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AWS_CloudTrail,🟢 FREE,Medium,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/AWS_CloudTrail,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AI-Powered_Ransomware,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/AI-Powered_Ransomware,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Opportunist,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Opportunist,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Kraken,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Kraken,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
LogForge,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/LogForge,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
CorpDown-1,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/CorpDown-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Midnight Crash,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Midnight Crash,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Antarctica,🔴 VIP,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Antarctica,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Liberty,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Liberty,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
JustSomePages,🔴 VIP,Medium,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/JustSomePages,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Lupin,🔴 VIP,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Lupin,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
SneakyKeys,🔴 VIP,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/SneakyKeys,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Holmes 2025 2: The Watchman's Residue,🟢 FREE,Medium,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Holmes 2025 2: The Watchman's Residue,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Easy Money,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Easy Money,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
WorkFromHome,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/WorkFromHome,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
HookFlare,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/HookFlare,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
CafePoisoning,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/CafePoisoning,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Malevolent ModMaker,🔴 VIP,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Malevolent ModMaker,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Hijacked,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Hijacked,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Allegretto,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Allegretto,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
ReachKart,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/ReachKart,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
CrewCrow,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/CrewCrow,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Unsupervised,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Unsupervised,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Anpu,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Anpu,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
ReliableThreat,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/ReliableThreat,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Trent,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Trent,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpTinselTrace24-3: Blizzard Breakdown,🔴 VIP,Medium,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/OpTinselTrace24-3: Blizzard Breakdown,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpSalwarKameez24-4: Salsa-Dance,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpSalwarKameez24-4: Salsa-Dance,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpSalwarKameez24-2: Magic-Show,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpSalwarKameez24-2: Magic-Show,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
MisCloud,🔴 VIP,Medium,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/MisCloud,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Nuts,🟢 FREE,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Nuts,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Heartbreaker,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Heartbreaker,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Mellitus,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Mellitus,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Subatomic,🟢 FREE,Medium,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Subatomic,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
APTNightmare,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/APTNightmare,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Jugglin,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Jugglin,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Jinkies,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Jinkies,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpTinselTrace-3,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace-3,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Constellation,🔴 VIP,Medium,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/Constellation,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Nubilum-1,🔴 VIP,Medium,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/Nubilum-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Knock Knock,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Knock Knock,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Ore,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Ore,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
TickTock,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/TickTock,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Einladen,🔴 VIP,Medium,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Einladen,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
NoSignal,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/NoSignal,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
TabFlowPro,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/TabFlowPro,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Google_Cloud_Incident,🟢 FREE,Hard,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/Google_Cloud_Incident,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OrbitBreach,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OrbitBreach,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Overlord,🟢 FREE,Hard,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Overlord,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
VelvetThrone,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/VelvetThrone,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Oldie,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Oldie,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Windows_Theme_Spoofing,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Windows_Theme_Spoofing,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Alternate_Data_Stream,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Alternate_Data_Stream,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
WinRAR_0-Day,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/WinRAR_0-Day,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Windows_Forensics,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Windows_Forensics,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
USB_Forensics,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/USB_Forensics,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
MacForensics,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/MacForensics,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Linux_Memory_Forensics,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Linux_Memory_Forensics,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Linux_Disk_Forensics,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Linux_Disk_Forensics,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Anti-Analysis_TyphonLogger,🟢 FREE,Hard,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Anti-Analysis_TyphonLogger,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
BingoMod,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/BingoMod,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
BlackStore,🟢 FREE,Hard,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/BlackStore,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Compromised_ICS_Device,🟢 FREE,Hard,Multi/Forensics,Sherlock (ICS/OT),https://app.hackthebox.com/sherlocks/Compromised_ICS_Device,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AWS_Stacked,🟢 FREE,Hard,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/AWS_Stacked,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AWS_Bucketware,🟢 FREE,Hard,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/AWS_Bucketware,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
CorpDown-2,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/CorpDown-2,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
ShadowMonarch,🟢 FREE,Hard,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/ShadowMonarch,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
JobApplicant,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/JobApplicant,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Foreigner,🔴 VIP,Hard,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Foreigner,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Ruse,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Ruse,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AoTR 3: The Abandoned Farmhouse,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/AoTR 3: The Abandoned Farmhouse,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Holmes 2025 4: The Tunnel Without Walls,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Holmes 2025 4: The Tunnel Without Walls,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Holmes 2025 5: The Payload,🟢 FREE,Hard,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Holmes 2025 5: The Payload,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
SillyEli,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/SillyEli,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Caught,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Caught,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
GateKeeper,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/GateKeeper,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Streamer,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Streamer,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
GroundWorm,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/GroundWorm,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
APTNightmare-2,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/APTNightmare-2,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
