Title,Tier,Difficulty,OS,Category,URL,Scenario
Laser,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Laser,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-08-08
Unbalanced,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Unbalanced,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-08-01
OpenKeyS,🔴 VIP+,Medium,OpenBSD,Machine (Retired Archive),https://app.hackthebox.com/machines/OpenKeyS,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-07-25
Buff,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Buff,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-07-18
SneakyMailer,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/SneakyMailer,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-07-11
Intense,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Intense,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-07-04
RopeTwo,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/RopeTwo,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-06-27
Tabby,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Tabby,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-06-20
Fuse,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Fuse,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-06-13
Blackfield,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Blackfield,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-06-06
Blunder,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Blunder,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-05-30
Dyplesher,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Dyplesher,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-05-23
Travel,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Travel,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-05-16
Cache,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Cache,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-05-09
Admirer,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Admirer,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-05-02
Quick,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Quick,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-04-25
Magic,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Magic,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-04-18
ServMon,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/ServMon,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-04-11
ForwardSlash,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/ForwardSlash,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-04-04
Cascade,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Cascade,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-03-28
Remote,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Remote,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-03-21
TraceBack,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/TraceBack,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-03-14
Multimaster,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Multimaster,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-03-07
Oouch,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Oouch,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-02-29
Book,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Book,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-02-22
Sauna,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Sauna,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-02-15
Fatty,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Fatty,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-02-08
Nest,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Nest,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-01-25
Patents,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Patents,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-01-18
Monteverde,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Monteverde,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-01-11
OpenAdmin,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/OpenAdmin,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2020-01-04
PlayerTwo,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/PlayerTwo,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-12-14
Resolute,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Resolute,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-12-07
Obscurity,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Obscurity,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-11-30
Control,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Control,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-11-23
Traverxec,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Traverxec,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-11-16
AI,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/AI,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-11-09
Postman,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Postman,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-11-02
Mango,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Mango,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-10-26
Registry,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Registry,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-10-19
Forest,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Forest,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-10-12
Sniper,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Sniper,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-10-05
Json,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Json,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-09-28
Bankrobber,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Bankrobber,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-09-21
Wall,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Wall,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-09-14
Bitlab,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Bitlab,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-09-07
Zetta,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Zetta,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-08-31
Networked,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Networked,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-08-24
Scavenger,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Scavenger,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-08-17
Heist,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Heist,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-08-10
Rope,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Rope,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-08-03
Safe,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Safe,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-07-27
RE,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/RE,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-07-20
Craft,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Craft,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-07-13
Player,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Player,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-07-06
Haystack,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Haystack,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-06-29
Jarvis,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Jarvis,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-06-22
Chainsaw,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Chainsaw,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-06-15
Writeup,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Writeup,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-06-08
Smasher2,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Smasher2,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-06-01
Luke,🔴 VIP+,Medium,FreeBSD,Machine (Retired Archive),https://app.hackthebox.com/machines/Luke,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-05-25
Ellingson,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Ellingson,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-05-18
SwagShop,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/SwagShop,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-05-11
Ghoul,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Ghoul,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-05-04
Bastion,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Bastion,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-04-27
OneTwoSeven,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/OneTwoSeven,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-04-20
Unattended,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Unattended,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-04-13
Kryptos,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Kryptos,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-04-06
LaCasaDePapel,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/LaCasaDePapel,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-03-30
Helpline,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Helpline,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-03-23
Arkham,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Arkham,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-03-16
Fortune,🔴 VIP+,Insane,Other,Machine (Retired Archive),https://app.hackthebox.com/machines/Fortune,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-03-09
Netmon,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Netmon,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-03-02
Hackback,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Hackback,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-02-23
Querier,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Querier,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-02-16
FriendZone,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/FriendZone,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-02-09
CTF,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/CTF,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-02-02
FluJab,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/FluJab,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-01-26
Help,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Help,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-01-19
Sizzle,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Sizzle,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-01-12
Conceal,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Conceal,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2019-01-05
Chaos,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Chaos,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-12-15
Lightweight,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Lightweight,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-12-08
Teacher,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Teacher,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-12-01
BigHead,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/BigHead,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-11-24
Irked,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Irked,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-11-17
RedCross,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/RedCross,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-11-10
Vault,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Vault,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-11-03
Curling,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Curling,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-10-27
Zipper,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Zipper,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-10-20
Frolic,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Frolic,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-10-13
Ethereal,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Ethereal,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-10-06
Access,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Access,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-09-29
Carrier,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Carrier,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-09-22
YPuffy,🔴 VIP+,Medium,OpenBSD,Machine (Retired Archive),https://app.hackthebox.com/machines/YPuffy,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-09-15
Giddy,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Giddy,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-09-08
Oz,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Oz,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-09-01
SecNotes,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/SecNotes,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-08-25
Dab,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Dab,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-08-18
Waldo,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Waldo,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-08-04
Active,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Active,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-07-28
Reddish,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Reddish,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-07-21
Hawk,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Hawk,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-07-14
Mischief,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Mischief,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-07-07
Jerry,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Jerry,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-06-30
Reel,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Reel,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-06-23
Bounty,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Bounty,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-06-16
Smasher,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Smasher,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-06-09
DevOops,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/DevOops,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-06-02
Dropzone,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Dropzone,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-05-19
TartarSauce,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/TartarSauce,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-05-12
Fighter,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Fighter,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-05-05
Sunday,🔴 VIP+,Easy,Solaris,Machine (Retired Archive),https://app.hackthebox.com/machines/Sunday,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-04-28
Olympus,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Olympus,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-04-21
Canape,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Canape,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-04-14
Rabbit,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Rabbit,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-03-31
Poison,🔴 VIP+,Medium,FreeBSD,Machine (Retired Archive),https://app.hackthebox.com/machines/Poison,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-03-24
Silo,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Silo,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-03-17
Celestial,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Celestial,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-03-10
Stratosphere,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Stratosphere,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-03-03
Bart,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Bart,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-02-24
Valentine,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Valentine,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-02-17
Aragog,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Aragog,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-02-10
Falafel,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Falafel,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-02-03
Chatterbox,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Chatterbox,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-01-27
Nightmare,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Nightmare,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-01-20
Nibbles,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Nibbles,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-01-13
CrimeStoppers,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/CrimeStoppers,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2018-01-06
FluxCapacitor,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/FluxCapacitor,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2017-12-16
Bashed,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Bashed,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2017-12-09
Inception,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Inception,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2017-12-02
Fulcrum,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Fulcrum,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2017-11-25
Ariekei,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Ariekei,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2017-11-18
Jeeves,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Jeeves,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2017-11-11
Tally,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Tally,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2017-11-04
Enterprise,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Enterprise,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2017-10-28
Sense,🔴 VIP+,Easy,OpenBSD,Machine (Retired Archive),https://app.hackthebox.com/machines/Sense,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2017-10-21
